,AO1,BB1,BK,CG,CS1,ER,ERA,G1,GF,GIDP,GO1,GO_AO1,GS,H1,HB,HLD,HR1,IBB1,IP,L,NP,OBP1,OPS,PK,R1,SB1,SHO,SLG1,SO1,SV,SVO,TBF,W,WHIP,WP,WPCT,team,year
1600,-,565,4,36,-,678,4.35,156,120,-,-,-,156,1393,42,-,152,56,1402.2,94,-,.333,-,-,776,-,6,-,805,25,-,6075,60,1.40,39,.390,Chicago Cubs,1959
1601,-,538,1,34,-,589,3.77,154,120,-,-,-,154,1392,36,-,130,49,1405.1,81,-,.329,-,-,696,-,10,-,775,35,-,6048,73,1.37,35,.474,Washington Senators,1959
1602,-,533,0,42,-,553,3.60,154,112,-,-,-,154,1338,16,-,127,36,1381.0,67,-,.326,-,-,617,-,11,-,695,26,-,5871,87,1.35,22,.565,Chicago White Sox,1959
1603,-,386,1,47,-,543,3.49,155,108,-,-,-,155,1363,11,-,105,61,1399.2,59,-,.307,-,-,593,-,11,-,811,33,-,5805,95,1.25,25,.617,Pittsburgh Pirates,1959
1604,-,511,3,37,-,555,3.64,155,118,-,-,-,155,1316,12,-,127,44,1371.0,68,-,.319,-,-,616,-,11,-,906,30,-,5819,86,1.33,41,.558,St. Louis Cardinals,1959
1605,-,636,3,32,-,607,3.95,154,122,-,-,-,154,1308,26,-,161,26,1382.1,78,-,.334,-,-,693,-,10,-,771,30,-,5972,76,1.41,37,.494,Cleveland Indians,1959
1606,-,518,4,55,-,580,3.76,154,99,-,-,-,154,1327,35,-,130,54,1387.1,66,-,.320,-,-,658,-,13,-,807,28,-,5936,88,1.33,41,.571,Milwaukee Braves,1959
1607,-,474,5,40,-,568,3.64,154,114,-,-,-,154,1336,47,-,141,31,1405.2,83,-,.316,-,-,644,-,7,-,824,25,-,5967,71,1.29,36,.461,Detroit Tigers,1959
1608,-,512,8,55,-,534,3.44,156,101,-,-,-,156,1288,23,-,107,58,1396.0,75,-,.313,-,-,631,-,16,-,897,26,-,5913,79,1.29,48,.513,San Francisco Giants,1959
1609,-,552,2,48,-,538,3.52,154,106,-,-,-,154,1222,34,-,117,19,1375.2,65,-,.317,-,-,606,-,11,-,785,22,-,5772,89,1.29,34,.578,Baltimore Orioles,1959
1610,-,609,5,38,-,546,3.52,155,117,-,-,-,155,1225,30,-,123,33,1398.0,57,-,.320,-,-,627,-,16,-,712,42,-,5909,97,1.31,38,.630,New York Yankees,1959
1611,-,564,5,46,-,528,3.40,154,108,-,-,-,154,1218,33,-,154,65,1398.0,72,-,.311,-,-,593,-,13,-,1122,20,-,5882,82,1.27,45,.532,Los Angeles Dodgers,1959
1612,-,456,2,44,-,650,4.31,154,110,-,-,-,154,1460,34,-,162,45,1357.1,80,-,.335,-,-,738,-,7,-,690,26,-,5887,74,1.41,29,.481,Cincinnati Redlegs,1958
1613,-,492,3,44,-,658,4.35,154,110,-,-,-,154,1452,46,-,148,24,1360.2,88,-,.338,-,-,760,-,8,-,703,21,-,5962,66,1.43,41,.429,Kansas City Athletics,1958
1614,-,564,2,36,-,657,4.34,154,118,-,-,-,154,1427,21,-,137,74,1363.0,83,-,.341,-,-,725,-,8,-,846,21,-,5961,71,1.46,46,.461,St. Louis Cardinals,1958
1615,-,474,4,54,-,643,4.27,155,101,-,-,-,155,1357,28,-,150,46,1354.0,90,-,.324,-,-,725,-,8,-,769,15,-,5811,64,1.35,39,.416,Philadelphia Phillies,1958
1616,-,429,2,69,-,546,3.51,157,88,-,-,-,157,1406,21,-,128,37,1400.2,70,-,.315,-,-,623,-,18,-,775,18,-,5943,86,1.31,25,.551,Milwaukee Braves,1958
1617,-,467,9,46,-,606,4.01,154,108,-,-,-,154,1358,34,-,123,35,1360.0,91,-,.321,-,-,701,-,10,-,694,21,-,5861,63,1.34,37,.409,Washington Senators,1958
1618,-,418,2,48,-,604,3.90,155,107,-,-,-,155,1384,20,-,134,84,1393.1,76,-,.312,-,-,680,-,7,-,730,17,-,5918,78,1.29,43,.506,Pittsburgh Pirates,1958
1619,-,589,3,38,-,632,4.17,154,116,-,-,-,154,1336,26,-,135,33,1364.0,79,-,.333,-,-,696,-,9,-,724,25,-,5939,75,1.41,38,.487,Boston Red Sox,1958
1620,-,432,5,53,-,635,4.20,154,101,-,-,-,154,1327,45,-,177,18,1360.0,78,-,.315,-,-,732,-,9,-,829,24,-,5786,76,1.29,24,.494,Detroit Tigers,1958
1621,-,519,6,30,-,620,4.01,155,125,-,-,-,155,1337,24,-,152,40,1391.0,80,-,.321,-,-,688,-,11,-,765,25,-,5930,74,1.33,34,.481,Chicago Cubs,1958
1622,-,614,4,43,-,595,3.79,156,113,-,-,-,156,1317,51,-,157,71,1411.2,68,-,.329,-,-,670,-,14,-,1077,26,-,6085,88,1.37,40,.564,Los Angeles Dodgers,1958
1623,-,476,4,45,-,554,3.56,155,110,-,-,-,155,1290,30,-,111,40,1400.1,80,-,.311,-,-,621,-,15,-,735,30,-,5857,74,1.26,36,.481,Baltimore Orioles,1958
1624,-,500,2,52,-,530,3.47,154,102,-,-,-,154,1279,33,-,139,53,1376.1,71,-,.314,-,-,613,-,12,-,873,23,-,5857,83,1.29,29,.539,San Francisco Giants,1958
1625,-,594,5,38,-,560,3.60,155,117,-,-,-,155,1281,28,-,120,29,1399.0,75,-,.322,-,-,647,-,15,-,836,28,-,5976,79,1.34,30,.513,New York Yankees,1958
1626,-,525,4,44,-,521,3.29,156,112,-,-,-,156,1297,31,-,129,45,1425.1,60,-,.311,-,-,588,-,13,-,761,36,-,6020,94,1.28,21,.610,Chicago White Sox,1958
1627,-,635,3,58,-,576,3.75,154,96,-,-,-,154,1230,24,-,148,33,1383.2,65,-,.323,-,-,646,-,7,-,799,23,-,5929,89,1.35,45,.578,Cleveland Indians,1958
1628,-,446,3,51,-,671,4.32,154,103,-,-,-,154,1480,21,-,148,46,1397.0,85,-,.326,-,-,762,-,6,-,778,15,-,6030,69,1.38,37,.448,Philadelphia Phillies,1957
1629,-,558,5,28,-,693,4.53,156,128,-,-,-,156,1443,26,-,156,47,1376.2,93,-,.341,-,-,747,-,6,-,762,28,-,6014,61,1.45,43,.396,Washington Senators,1957
1630,-,419,1,50,-,574,3.73,154,104,-,-,-,154,1422,27,-,148,53,1385.1,78,-,.322,-,-,621,-,7,-,705,20,-,5871,76,1.33,17,.494,Cincinnati Redlegs,1957
1631,-,606,10,30,-,680,4.47,154,124,-,-,-,154,1399,33,-,173,57,1368.1,83,-,.344,-,-,761,-,7,-,855,31,-,5980,71,1.47,70,.461,Los Angeles Dodgers,1957
1632,-,521,6,44,-,601,3.92,155,111,-,-,-,155,1396,31,-,121,30,1380.0,75,-,.332,-,-,691,-,5,-,695,28,-,5949,79,1.39,28,.513,Boston Red Sox,1957
1633,-,567,6,45,-,632,4.12,154,109,-,-,-,154,1398,42,-,158,53,1381.2,82,-,.338,-,-,704,-,6,-,822,25,-,6015,72,1.42,35,.468,St. Louis Cardinals,1957
1634,-,512,5,38,-,614,3.98,154,116,-,-,-,154,1400,39,-,166,46,1389.1,74,-,.330,-,-,698,-,7,-,775,25,-,5988,80,1.38,33,.519,San Francisco Giants,1957
1635,-,467,1,42,-,645,4.15,156,114,-,-,-,156,1405,28,-,150,30,1398.1,81,-,.323,-,-,713,-,9,-,720,25,-,5947,73,1.34,31,.474,Kansas City Athletics,1957
1636,-,470,2,43,-,541,3.56,154,111,-,-,-,154,1344,20,-,123,66,1367.0,70,-,.323,-,-,607,-,10,-,679,41,-,5759,84,1.33,31,.545,Pittsburgh Pirates,1957
1637,-,619,7,27,-,638,4.22,154,127,-,-,-,154,1322,38,-,142,57,1361.0,82,-,.336,-,-,725,-,5,-,805,24,-,5954,72,1.43,36,.468,Chicago Cubs,1957
1638,-,437,4,59,-,542,3.59,154,95,-,-,-,154,1294,42,-,133,25,1357.1,77,-,.314,-,-,606,-,8,-,797,19,-,5715,77,1.28,27,.500,Detroit Tigers,1957
1639,-,515,3,55,-,557,3.61,155,100,-,-,-,155,1296,18,-,152,40,1389.2,72,-,.317,-,-,615,-,15,-,751,25,-,5841,82,1.30,28,.532,Chicago White Sox,1957
1640,-,403,6,55,-,517,3.40,154,99,-,-,-,154,1277,35,-,106,29,1369.2,79,-,.306,-,-,575,-,15,-,749,28,-,5687,74,1.23,32,.484,Baltimore Orioles,1957
1641,-,604,5,51,-,569,3.73,153,102,-,-,-,153,1283,28,-,124,36,1373.1,76,-,.328,-,-,635,-,2,-,766,20,-,5904,77,1.37,33,.503,Cleveland Indians,1957
1642,-,426,4,72,-,491,3.21,154,82,-,-,-,154,1261,27,-,125,42,1376.0,62,-,.303,-,-,541,-,16,-,773,17,-,5701,92,1.23,21,.597,Milwaukee Braves,1957
1643,-,557,2,53,-,493,3.22,155,102,-,-,-,155,1201,44,-,116,23,1379.0,62,-,.313,-,-,577,-,21,-,796,33,-,5794,92,1.27,24,.597,New York Yankees,1957
1644,-,580,3,31,-,742,4.85,154,123,-,-,-,154,1482,36,-,149,44,1377.0,99,-,.349,-,-,808,-,5,-,691,16,-,6093,55,1.50,29,.357,Washington Senators,1956
1645,-,429,2,40,-,717,4.62,154,114,-,-,-,154,1486,51,-,179,46,1395.2,74,-,.331,-,-,781,-,5,-,707,29,-,6025,80,1.37,28,.519,Cincinnati Redlegs,1956
1646,-,421,1,47,-,601,3.88,155,108,-,-,-,155,1463,29,-,158,66,1395.0,92,-,.323,-,-,696,-,9,-,663,15,-,5981,62,1.35,26,.403,Pittsburgh Pirates,1956
1647,-,471,2,35,-,623,4.01,154,119,-,-,-,154,1436,38,-,150,50,1398.2,85,-,.327,-,-,701,-,9,-,701,20,-,6008,69,1.36,26,.448,New York Giants,1956
1648,-,498,2,55,-,593,3.88,154,99,-,-,-,154,1391,36,-,116,39,1376.2,72,-,.329,-,-,668,-,9,-,692,23,-,5917,82,1.37,25,.532,Boston Red Sox,1956
1649,-,601,5,30,-,644,4.13,156,126,-,-,-,156,1397,31,-,144,42,1403.1,92,-,.336,-,-,722,-,5,-,859,26,-,6107,62,1.42,34,.403,Chicago Cubs,1956
1650,-,618,3,46,-,622,4.05,153,107,-,-,-,153,1381,43,-,130,59,1380.2,77,-,.340,-,-,722,-,7,-,807,23,-,6076,76,1.45,39,.497,Cleveland Indians,1956
1651,-,565,7,26,-,637,4.19,154,128,-,-,-,154,1344,25,-,153,47,1369.2,94,-,.333,-,-,710,-,6,-,626,19,-,5875,59,1.39,45,.386,Kansas City Athletics,1956
1652,-,506,0,46,-,593,3.78,154,108,-,-,-,154,1385,29,-,140,45,1413.1,67,-,.322,-,-,666,-,11,-,778,29,-,6016,87,1.34,40,.565,St. Louis Cardinals,1956
1653,-,412,3,54,-,591,3.79,156,102,-,-,-,156,1363,20,-,139,62,1401.2,77,-,.307,-,-,656,-,9,-,858,23,-,5900,77,1.27,28,.500,Philadelphia Phillies,1956
1654,-,570,0,60,-,544,3.47,155,95,-,-,-,155,1347,13,-,124,43,1411.0,59,-,.325,-,-,613,-,9,-,693,24,-,6004,95,1.36,25,.617,Milwaukee Braves,1956
1655,-,505,3,52,-,560,3.56,154,102,-,-,-,154,1330,43,-,147,56,1417.2,76,-,.318,-,-,614,-,9,-,756,21,-,6014,78,1.29,19,.506,Detroit Tigers,1956
1656,-,470,4,59,-,521,3.35,155,96,-,-,-,155,1305,25,-,124,51,1401.2,64,-,.311,-,-,566,-,16,-,665,27,-,5852,90,1.27,31,.584,Chicago White Sox,1956
1657,-,456,2,44,-,521,3.35,154,110,-,-,-,154,1285,26,-,144,33,1399.0,70,-,.305,-,-,591,-,18,-,891,29,-,5842,84,1.24,30,.545,Brooklyn Dodgers,1956
1658,-,493,5,44,-,542,3.46,154,110,-,-,-,154,1272,27,-,95,38,1408.0,76,-,.310,-,-,588,-,13,-,767,25,-,5863,76,1.25,29,.500,Baltimore Orioles,1956
1659,-,580,4,41,-,465,3.00,154,113,-,-,-,154,1198,39,-,110,19,1395.1,56,-,.315,-,-,534,-,13,-,810,42,-,5822,98,1.27,26,.636,New York Yankees,1956
1660,-,730,6,36,-,811,5.33,155,119,-,-,-,155,1539,33,-,171,26,1368.2,95,-,.373,-,-,924,-,1,-,663,18,-,6263,59,1.66,39,.383,Washington Senators,1955
1661,-,679,3,30,-,740,4.86,154,124,-,-,-,154,1424,42,-,187,44,1370.1,102,-,.357,-,-,831,-,3,-,636,18,-,6083,52,1.53,38,.338,Kansas City Athletics,1955
1662,-,469,1,37,-,572,3.74,157,120,-,-,-,157,1406,20,-,142,72,1376.1,88,-,.327,-,-,653,-,8,-,662,24,-,5891,66,1.36,37,.429,Pittsburgh Pirates,1955
1663,-,437,2,57,-,643,4.20,154,97,-,-,-,154,1407,29,-,172,72,1377.1,83,-,.323,-,-,738,-,4,-,750,15,-,5890,71,1.34,20,.461,Philadelphia Phillies,1955
1664,-,458,2,47,-,594,3.85,155,108,-,-,-,155,1406,28,-,141,48,1389.0,63,-,.325,-,-,658,-,4,-,653,29,-,5907,91,1.34,18,.591,Cincinnati Redlegs,1955
1665,-,655,5,62,-,622,4.06,155,93,-,-,-,155,1389,44,-,140,49,1379.0,72,-,.348,-,-,699,-,10,-,788,15,-,6087,82,1.48,29,.532,Detroit Tigers,1955
1666,-,547,4,38,-,635,4.20,154,116,-,-,-,154,1362,24,-,99,29,1360.2,85,-,.334,-,-,705,-,10,-,715,24,-,5875,69,1.40,35,.448,Baltimore Orioles,1955
1667,-,546,1,41,-,612,3.97,156,115,-,-,-,156,1339,18,-,155,64,1388.2,78,-,.327,-,-,698,-,12,-,709,30,-,5909,76,1.36,45,.494,St. Louis Cardinals,1955
1668,-,524,5,65,-,575,3.73,154,89,-,-,-,154,1351,26,-,118,43,1389.0,69,-,.324,-,-,634,-,11,-,722,13,-,5948,85,1.35,33,.552,Chicago White Sox,1955
1669,-,667,2,50,-,647,4.17,155,105,-,-,-,155,1354,44,-,130,34,1398.0,70,-,.339,-,-,751,-,8,-,712,20,-,6150,84,1.45,31,.545,Boston Red Sox,1955
1670,-,613,1,37,-,612,3.96,157,120,-,-,-,157,1325,33,-,161,79,1392.0,94,-,.332,-,-,708,-,6,-,744,17,-,6015,60,1.39,24,.390,Chicago Cubs,1955
1671,-,551,1,31,-,578,3.78,154,123,-,-,-,154,1287,30,-,144,63,1378.0,87,-,.324,-,-,650,-,9,-,765,28,-,5880,67,1.33,24,.435,New York Giants,1955
1672,-,652,2,50,-,557,3.63,154,104,-,-,-,154,1285,38,-,114,20,1382.0,57,-,.335,-,-,631,-,10,-,732,35,-,5940,97,1.40,22,.630,New York Yankees,1955
1673,-,467,2,64,-,482,3.11,155,91,-,-,-,155,1295,21,-,133,65,1393.1,62,-,.309,-,-,569,-,12,-,639,27,-,5823,92,1.26,24,.597,Milwaukee Braves,1955
1674,-,441,3,46,-,543,3.57,154,108,-,-,-,154,1251,21,-,171,41,1368.2,61,-,.305,-,-,601,-,12,-,772,30,-,5684,93,1.24,42,.604,Brooklyn Dodgers,1955
1675,-,564,3,67,-,511,3.32,155,88,-,-,-,155,1233,30,-,116,34,1384.0,66,-,.314,-,-,581,-,17,-,845,24,-,5888,88,1.30,31,.571,Cleveland Indians,1955
1676,-,536,4,41,-,665,4.39,154,113,-,-,-,154,1480,26,-,142,50,1362.0,94,-,.347,-,-,767,-,5,-,622,16,-,5967,60,1.48,30,.390,Pittsburgh Pirates,1954
1677,-,634,3,37,-,696,4.62,154,117,-,-,-,154,1450,49,-,99,39,1354.2,101,-,.359,-,-,789,-,10,-,607,16,-,6053,53,1.54,28,.344,Washington Senators,1954
1678,-,707,3,29,-,822,5.35,155,126,-,-,-,155,1486,42,-,175,59,1382.0,91,-,.363,-,-,911,-,9,-,573,23,-,6243,63,1.59,36,.409,Kansas City Athletics,1954
1679,-,625,1,35,-,650,4.21,156,121,-,-,-,156,1403,33,-,104,29,1388.2,97,-,.344,-,-,754,-,10,-,594,22,-,6088,57,1.46,42,.370,Baltimore Orioles,1954
1680,-,443,3,38,-,598,3.95,154,116,-,-,-,154,1373,24,-,161,42,1363.0,79,-,.322,-,-,684,-,12,-,576,22,-,5781,75,1.33,28,.487,Cincinnati Redlegs,1954
1681,-,549,3,42,-,698,4.56,154,112,-,-,-,154,1376,47,-,185,79,1376.2,86,-,.334,-,-,757,-,10,-,730,15,-,5972,68,1.40,31,.442,St. Louis Cardinals,1954
1682,-,517,2,66,-,582,3.79,154,88,-,-,-,154,1381,35,-,126,40,1380.1,75,-,.329,-,-,658,-,16,-,629,12,-,5944,79,1.38,30,.513,Detroit Tigers,1954
1683,-,560,1,52,-,581,3.77,154,102,-,-,-,154,1347,47,-,155,55,1386.2,74,-,.332,-,-,673,-,6,-,721,14,-,5972,80,1.38,19,.519,New York Giants,1954
1684,-,591,3,61,-,591,3.85,154,93,-,-,-,154,1339,19,-,138,64,1383.0,69,-,.331,-,-,668,-,5,-,654,12,-,5965,85,1.40,30,.552,Milwaukee Braves,1954
1685,-,582,4,44,-,572,3.72,154,110,-,-,-,154,1333,35,-,128,42,1384.1,70,-,.329,-,-,652,-,9,-,674,34,-,5992,84,1.38,29,.545,Boston Red Sox,1954
1686,-,601,1,47,-,639,4.17,154,107,-,-,-,154,1306,29,-,153,57,1378.1,81,-,.330,-,-,713,-,10,-,686,23,-,5944,72,1.38,31,.471,Chicago Cubs,1954
1687,-,477,0,58,-,592,3.93,154,96,-,-,-,154,1291,25,-,161,43,1356.2,77,-,.315,-,-,666,-,11,-,657,21,-,5750,77,1.30,28,.500,Philadelphia Phillies,1954
1688,-,497,3,55,-,516,3.37,155,100,-,-,-,155,1301,22,-,111,44,1378.0,63,-,.317,-,-,557,-,20,-,720,23,-,5817,91,1.30,19,.591,Chicago White Sox,1954
1689,-,483,2,46,-,564,3.68,154,108,-,-,-,154,1296,19,-,168,34,1378.0,55,-,.313,-,-,650,-,11,-,773,37,-,5799,98,1.29,35,.641,Brooklyn Dodgers,1954
1690,-,558,0,45,-,522,3.39,154,109,-,-,-,154,1285,22,-,111,24,1386.1,61,-,.319,-,-,601,-,15,-,877,36,-,5903,93,1.33,35,.604,Cleveland Indians,1954
1691,-,688,3,52,-,493,3.23,154,102,-,-,-,154,1163,32,-,108,35,1372.1,58,-,.326,-,-,569,-,19,-,732,33,-,5834,96,1.35,26,.623,New York Yankees,1954
1692,-,564,5,37,-,736,4.92,154,117,-,-,-,154,1510,23,-,128,-,1346.0,101,-,.354,-,-,845,-,4,-,525,15,-,6023,53,1.54,37,.344,Pittsburgh Pirates,1953
1693,-,685,6,49,-,789,5.18,156,107,-,-,-,156,1523,39,-,141,-,1371.1,103,-,.366,-,-,875,-,3,-,555,13,-,6217,51,1.61,40,.331,Philadelphia Athletics,1953
1694,-,547,1,34,-,684,4.50,154,120,-,-,-,154,1491,35,-,169,-,1367.1,80,-,.351,-,-,763,-,8,-,537,27,-,5987,74,1.49,24,.481,Cincinnati Redlegs,1953
1695,-,535,2,40,-,695,4.50,154,113,-,-,-,153,1484,44,-,170,-,1390.1,82,-,.343,-,-,790,-,11,-,680,18,-,6099,72,1.45,35,.468,St. Louis Cardinals,1953
1696,-,573,7,69,-,590,3.84,155,86,-,-,-,155,1396,23,-,79,-,1383.1,88,-,.338,-,-,680,-,10,-,562,7,-,5997,66,1.42,25,.429,Washington Senators,1953
1697,-,612,6,41,-,630,4.01,156,115,-,-,-,156,1434,36,-,118,-,1412.1,85,-,.341,-,-,728,-,10,-,707,22,-,6194,69,1.45,24,.448,Boston Red Sox,1953
1698,-,619,2,41,-,688,4.51,154,113,-,-,-,154,1375,26,-,131,-,1374.1,90,-,.340,-,-,766,-,6,-,622,19,-,6021,64,1.45,35,.416,Chicago Cubs,1953
1699,-,533,0,39,-,667,4.31,154,115,-,-,-,154,1399,19,-,164,-,1393.2,62,-,.328,-,-,740,-,8,-,762,36,-,6031,92,1.39,28,.597,Brooklyn Dodgers,1953
1700,-,506,1,58,-,585,3.81,155,97,-,-,-,155,1375,38,-,138,-,1383.0,86,-,.328,-,-,664,-,13,-,603,13,-,5946,68,1.36,14,.442,Detroit Tigers,1953
1701,-,450,1,78,-,545,3.59,154,75,-,-,-,153,1329,17,-,133,-,1365.1,79,-,.315,-,-,614,-,14,-,570,12,-,5775,75,1.30,20,.487,Philadelphia Phillies,1953
1702,-,552,3,51,-,500,3.26,155,104,-,-,-,155,1284,29,-,86,-,1379.1,51,-,.325,-,-,563,-,16,-,655,37,-,5818,103,1.33,20,.669,New York Yankees,1953
1703,-,553,2,63,-,494,3.19,154,91,-,-,-,154,1296,29,-,106,-,1394.2,65,-,.323,-,-,556,-,13,-,698,21,-,5881,89,1.33,23,.578,Milwaukee Braves,1953
1704,-,688,1,58,-,592,3.88,154,96,-,-,-,154,1279,19,-,78,-,1373.1,100,-,.338,-,-,668,-,6,-,668,8,-,5971,54,1.43,20,.351,Baltimore Orioles,1953
1705,-,517,2,60,-,469,3.05,155,95,-,-,-,155,1255,12,-,94,-,1383.0,60,-,.312,-,-,521,-,23,-,701,33,-,5776,94,1.28,23,.610,Chicago White Sox,1953
1706,-,613,4,45,-,478,3.09,154,109,-,-,-,154,1258,36,-,113,-,1390.0,57,-,.326,-,-,550,-,19,-,692,33,-,5939,97,1.35,21,.630,New York Giants,1953
1707,-,486,2,77,-,439,2.78,156,79,-,-,-,156,1220,16,-,89,-,1419.1,43,-,.297,-,-,504,-,12,-,678,36,-,5866,111,1.20,13,.721,Cleveland Indians,1953
1708,-,585,2,50,-,826,5.25,158,108,-,-,-,158,1633,41,-,154,-,1415.0,94,-,.363,-,-,923,-,2,-,645,16,-,6351,60,1.57,43,.390,Detroit Tigers,1952
1709,-,577,4,49,-,788,5.22,154,105,-,-,-,154,1529,21,-,168,-,1358.0,104,-,.356,-,-,887,-,4,-,607,10,-,6059,50,1.55,44,.325,Pittsburgh Pirates,1952
1710,-,488,0,47,-,703,4.64,155,108,-,-,-,155,1484,31,-,179,-,1365.0,86,-,.343,-,-,788,-,7,-,506,15,-,5915,68,1.44,17,.442,Cincinnati Reds,1952
1711,-,554,4,38,-,723,4.79,155,117,-,-,-,155,1491,38,-,151,-,1359.0,89,-,.347,-,-,835,-,3,-,623,22,-,6077,65,1.50,27,.422,Chicago Cubs,1952
1712,-,626,3,28,-,688,4.48,154,126,-,-,-,154,1467,25,-,101,-,1383.2,100,-,.351,-,-,778,-,10,-,639,24,-,6113,54,1.51,33,.351,St. Louis Browns,1952
1713,-,594,2,51,-,731,4.67,157,106,-,-,-,157,1475,57,-,121,-,1409.0,95,-,.349,-,-,799,-,7,-,566,11,-,6186,59,1.47,51,.383,Philadelphia Athletics,1952
1714,-,410,1,76,-,578,3.80,156,80,-,-,-,156,1410,28,-,138,-,1369.2,71,-,.320,-,-,666,-,13,-,637,15,-,5843,83,1.33,19,.539,Philadelphia Phillies,1952
1715,-,610,3,46,-,645,4.25,155,109,-,-,-,155,1403,26,-,146,-,1365.2,84,-,.343,-,-,747,-,10,-,647,20,-,6017,70,1.47,35,.455,New York Giants,1952
1716,-,533,6,51,-,651,4.23,157,106,-,-,-,157,1406,42,-,139,-,1386.2,71,-,.333,-,-,713,-,11,-,732,36,-,6024,83,1.40,30,.539,St. Louis Cardinals,1952
1717,-,478,2,76,-,547,3.66,152,76,-,-,-,152,1313,26,-,112,-,1344.2,76,-,.324,-,-,614,-,16,-,515,10,-,5686,76,1.33,16,.500,Washington Senators,1952
1718,-,584,3,41,-,547,3.59,153,112,-,-,-,153,1333,23,-,92,-,1373.0,69,-,.331,-,-,632,-,15,-,642,37,-,5931,84,1.40,28,.549,Boston Red Sox,1952
1719,-,519,2,81,-,556,3.64,155,74,-,-,-,155,1311,35,-,92,-,1373.0,62,-,.325,-,-,627,-,11,-,586,15,-,5807,92,1.33,24,.597,Cleveland Indians,1952
1720,-,509,4,51,-,629,4.10,155,104,-,-,-,155,1337,17,-,169,-,1380.2,49,-,.320,-,-,689,-,11,-,817,29,-,5865,105,1.34,24,.682,Brooklyn Dodgers,1952
1721,-,500,2,50,-,483,3.20,151,101,-,-,-,151,1286,33,-,94,-,1358.1,52,-,.321,-,-,547,-,18,-,604,39,-,5724,99,1.31,15,.656,New York Yankees,1952
1722,-,583,5,57,-,532,3.41,156,99,-,-,-,156,1299,23,-,113,-,1403.2,65,-,.324,-,-,592,-,17,-,714,33,-,5963,89,1.34,37,.578,Chicago White Sox,1952
1723,-,539,7,72,-,508,3.30,157,85,-,-,-,157,1282,21,-,107,-,1387.0,62,-,.318,-,-,589,-,14,-,738,15,-,5860,92,1.31,21,.597,Milwaukee Braves,1952
1724,-,517,1,56,-,608,4.01,154,98,-,-,-,154,1377,38,-,111,-,1363.1,85,-,.338,-,-,659,-,11,-,579,12,-,5809,69,1.39,18,.448,Cincinnati Reds,1951
1725,-,625,5,43,-,704,4.65,155,112,-,-,-,155,1395,27,-,132,-,1363.2,112,-,.347,-,-,793,-,5,-,564,8,-,5992,42,1.48,30,.273,Pittsburgh Pirates,1951
1726,-,526,2,73,-,639,4.15,155,82,-,-,-,155,1402,35,-,113,-,1384.1,75,-,.333,-,-,723,-,11,-,562,15,-,5981,79,1.39,21,.513,Philadelphia Athletics,1951
1727,-,591,4,51,-,656,4.25,156,105,-,-,-,156,1394,25,-,111,-,1388.1,104,-,.338,-,-,738,-,10,-,702,14,-,6046,50,1.43,37,.325,Detroit Tigers,1951
1728,-,598,4,48,-,640,4.12,155,107,-,-,-,155,1388,41,-,111,-,1399.0,90,-,.339,-,-,733,-,6,-,581,18,-,6077,64,1.42,26,.416,St. Louis Browns,1951
1729,-,525,4,63,-,586,3.78,155,92,-,-,-,155,1388,30,-,106,-,1396.0,89,-,.329,-,-,651,-,11,-,687,13,-,5995,64,1.37,28,.418,Boston Braves,1951
1730,-,577,1,75,-,536,3.37,157,82,-,-,-,157,1405,30,-,78,-,1429.2,76,-,.332,-,-,608,-,10,-,574,15,-,6128,78,1.39,23,.506,Washington Senators,1951
1731,-,623,3,53,-,580,3.80,154,101,-,-,-,154,1332,38,-,107,-,1372.1,78,-,.340,-,-,658,-,7,-,624,24,-,5950,76,1.42,27,.494,Boston Red Sox,1951
1732,-,538,1,49,-,547,3.59,154,105,-,-,-,154,1282,35,-,121,-,1371.0,62,-,.323,-,-,639,-,12,-,655,31,-,5824,92,1.33,14,.597,New York Giants,1951
1733,-,373,1,80,-,473,3.07,154,74,-,-,-,154,1301,17,-,96,-,1386.2,67,-,.300,-,-,552,-,17,-,609,16,-,5715,87,1.21,14,.565,Philadelphia Phillies,1951
1734,-,501,3,49,-,553,3.66,154,105,-,-,-,154,1274,29,-,119,-,1361.1,66,-,.317,-,-,630,-,12,-,712,27,-,5774,88,1.30,20,.571,St. Louis Cardinals,1951
1735,-,544,4,45,-,549,3.53,155,110,-,-,-,155,1295,28,-,121,-,1399.1,57,-,.321,-,-,603,-,11,-,773,24,-,5887,96,1.31,24,.627,Brooklyn Dodgers,1951
1736,-,581,2,72,-,482,3.14,154,82,-,-,-,154,1240,34,-,94,-,1381.0,59,-,.324,-,-,557,-,21,-,666,27,-,5799,95,1.32,16,.617,New York Yankees,1951
1737,-,556,2,80,-,519,3.32,155,75,-,-,-,155,1278,24,-,94,-,1407.0,61,-,.316,-,-,606,-,19,-,671,18,-,5973,93,1.30,29,.604,Cleveland Indians,1951
1738,-,534,2,59,-,552,3.58,155,96,-,-,-,155,1265,32,-,101,-,1386.1,77,-,.314,-,-,631,-,15,-,661,15,-,5907,77,1.30,47,.500,Chicago Cubs,1951
1739,-,578,1,53,-,512,3.25,156,103,-,-,-,156,1251,20,-,86,-,1416.2,73,-,.316,-,-,568,-,15,-,774,28,-,5952,81,1.29,31,.526,Chicago White Sox,1951
